Product ,Product Synonym,Combination,Route,Dose Form,Dose Qualification,Strength,Unit of Presentation,Immediate Packaging,Pack Size,Outer Packaging,Manufacturer,Brand,UC1,"UC2 
(Product)","UC3 
(Route)","UC4 
(form)","UC5 
(qualification)",UC6 (strength),"UC7 
(unit)",UC8 (immediate),"UC9 
(pack size)",UC10 (outer),UC11 (manufacturer),UC12 (brand),RxNav,WHO EML Product,WHO EML Item,NZULM,NZULM item,UNSPSC,,,,,,,,,,,,,
Bedaquiline,,,Oral,Tablet,,100mg,,,,,,,933f3f00,4c3e3e92,63f5f000,1b7cf300,,3798d4bf,,,,,,,1364504,6.2.5,6.2.5,46037271000116108,46037311000116108,,,,,,,,,,,,,,
Bendamustine,,,Parenteral,Solution,,90mg per mL,2mL,,,,,,933f3f00,3e06c494,c8b3ea00,d7189200,,0f1d0d00,356b14bf,,,,,,134547,8.2.1,8.2.1,46118541000116102,,51112508,,,,,,,,,,,,,
Bendamustine,,,Parenteral,Solution,,90mg per mL ,0.5mL,,,,,,933f3f00,3e06c494,c8b3ea00,d7189200,,0f1d0d00,357294bf,,,,,,134547,8.2.1,8.2.1,46118541000116102,,51112508,,,,,,,,,,,,,
Benzathine Benzylpenicillin,Penicillin G Benzathine,,Parenteral,Suspension,,180mg [240000IU] per mL,5mL,,,,,,933f3f00,63399733,75ab0500,26bb9c00,,50dbef00,3827b4bf,,,,,,7982,6.2.1,6.2.1,10134211000116105,,51283405,,,,,,,,,,,,,
Benzathine Benzylpenicillin,Penicillin G Benzathine,,Parenteral,Suspension,,360mg [480000IU] per mL ,5mL,,,,,,933f3f00,63399733,75ab0500,26bb9c00,,6f86f600,382424bf,,,,,,7982,6.2.1,6.2.1,10134211000116105,,51283405,,,,,,,,,,,,,
Benznidazole,,,Oral,Tablet,,100mg,,,,,,,933f3f00,61fe4813,c0f1b400,9899a700,,37b684bf,,,,,,,18994,6.5.5.2,6.5.5.2,,,51101637,,,,,,,,,,,,,
Benznidazole,,,Oral,Tablet,,12.5mg,,,,,,,933f3f00,61fe4813,c0f1b400,9899a700,,37b074bf,,,,,,,18994,6.5.5.2,6.5.5.2,,,51101637,,,,,,,,,,,,,
Benznidazole,,,Oral,Tablet,,50mg,,,,,,,933f3f00,61fe4813,c0f1b400,9899a700,,37b384bf,,,,,,,18994,6.5.5.2,6.5.5.2,,,51101637,,,,,,,,,,,,,
Benzoyl Peroxide,,,Topical,Cream,,5%,22g,,,,,,933f3f00,549aa9de,d52dce00,04cd5900,,37ffd4bf,0e676300,,,,,,1418,13.4,13.4,10090871000116108,44866031000116103,51241237,,,,,,,,,,,,,
Benzoyl Peroxide,,,Topical,Cream,,5%,25g,,,,,,933f3f00,549aa9de,d52dce00,04cd5900,,37ffd4bf,e5b49a00,,,,,,1418,13.4,13.4,10090871000116108,,51241237,,,,,,,,,,,,,
Benzoyl Peroxide,,,Topical,Lotion,,5%,30mL,,,,,,933f3f00,549aa9de,d52dce00,35dab800,,381fc4bf,3d68f500,,,,,,1418,13.4,13.4,10090871000116108,10090991000116103,51241237,,,,,,,,,,,,,
Benzyl Benzoate,,,Topical,Lotion,,25%,200mL,,,,,,933f3f00,06111454,000fcf00,896b5600,,37ad34bf,0d77e400,,,,,,19044,13.5,13.5,,,51452202,,,,,,,,,,,,,
Benzylpenicillin Potassium,Penicillin G Potassium,,Parenteral,Powder for reconstitution,,3g [5000000IU],,,,,,,933f3f00,fd883f35,12ee9b00,1afef200,,37e114bf,,,,,,,203133,6.2.1,6.2.1,10091071000116105,,51283414,,,,,,,,,,,,,
Benzylpenicillin Potassium,Penicillin G Potassium,,Parenteral,Powder for reconstitution,,600mg [1000000IU],,,,,,,933f3f00,fd883f35,12ee9b00,1afef200,,37b984bf,,,,,,,203133,6.2.1,6.2.1,10091071000116105,,51283414,,,,,,,,,,,,,
Benzylpenicillin Sodium,Penicillin G Sodium,,Parenteral,Powder for reconstitution,,3g [5000000IU],,,,,,,933f3f00,12e6911d,54e9ed00,20d4fc00,,37e4b4bf,,,,,,,9900,6.2.1,6.2.1,10091071000116105,,51283416,,,,,,,,,,,,,
Benzylpenicillin Sodium,Penicillin G Sodium,,Parenteral,Powder for reconstitution,,600mg [1000000IU],,,,,,,933f3f00,12e6911d,54e9ed00,20d4fc00,,37dcc4bf,,,,,,,9900,6.2.1,6.2.1,10091071000116105,,51283416,,,,,,,,,,,,,
Beractant,,,Topical,Suspension,,25mg per mL,8mL,,,,,,933f3f00,0b088ac7,c515aa00,3785c500,,474a6700,627434bf,,,,,,46967,,,10700081000116101,43964471000116108,51161702,,,,,,,,,,,,,
Betamethasone,,,Topical,Cream,,0.1%,30g,,,,,,933f3f00,cd30cdb0,a834c100,8b448000,,376954bf,c7c71700,,,,,,1514,13.3,13.3,10095661000116109,10095811000116106,51422303,,,,,,,,,,,,,
Betamethasone,,,Topical,Lotion,,0.1%,60mL,,,,,,933f3f00,cd30cdb0,a834c100,d3d14300,,379474bf,22e64900,,,,,,1514,13.3,13.3,10095661000116109,10132551000116104,51422303,,,,,,,,,,,,,
Bevacizumab,,,Parenteral,Solution,,25mg per mL,4mL,,,,,,933f3f00,aee45d38,14f6fa00,3121d500,,ab4fe800,37fc84bf,,,,,,253337,21.6,21.6,10085131000116109,10085241000116105,51111731,,,,,,,,,,,,,
Bicalutamide,,,Oral,Tablet,,50mg,,,,,,,933f3f00,dd3655ea,adcd4400,7446f700,,375be4bf,,,,,,,83008,8.2.4,8.2.4,10112711000116104,20037581000116101,51111802,,,,,,,,,,,,,
Biohazard Spill Kit,,,,,,,1,,,,,,77fcbb00,af482fa09,,,,,a70125da,,,,,,,,,,,47131905,,,,,,,,,,,,,
Biperidin,Biperiden,,Oral,Tablet,,2mg ,,,,,,,933f3f00,265bd592,edc4eb00,87bc0200,,37eb14bf,,,,,,,1589,9,9,,,51151617,,,,,,,,,,,,,
Biperidin,Biperiden,,Parenteral,Solution,,5mg per mL,1mL,,,,,,933f3f00,265bd592,5b65de00,b4534800,,434f0b00,37eed4bf,,,,,,1589,9,9,,,51151617,,,,,,,,,,,,,
Bisoprolol,,,Oral,Tablet,,1.25mg,,,,,,,933f3f00,c7203a8c,16f2bd00,c1fa8c00,,379c44bf,,,,,,,19484,"12.1, 12.2, 12.3, 12.4","12.1, 12.2, 12.3, 12.4",46119321000116107,44766851000116102,51263105,,,,,,,,,,,,,
Bisoprolol,,,Oral,Tablet,,5mg,,,,,,,933f3f00,c7203a8c,16f2bd00,c1fa8c00,,379fb4bf,,,,,,,19484,"12.1, 12.2, 12.3, 12.4","12.1, 12.2, 12.3, 12.4",46119321000116107,29551701000116106,51263105,,,,,,,,,,,,,
Bleomycin,,,Parenteral,Powder for reconstitution,,15mg,,,,,,,933f3f00,6e6c5fd2,66df1f00,763d6600,,37a954bf,,,,,,,1622,8.2.1,8.2.1,46119491000116103,10099901000116101,51111733,,,,,,,,,,,,,
Breastfeeding Simulator Model,,,,,,,1,,,,,,77fcbb00,f576a368c,,,,,868397ad6,,,,,,,,,,,,,,,,,,,,,,,,
Budesonide,,,Inhalation,Aerosol pressurised,,100mcg per dose,200 doses,,,,,,933f3f00,c8108ffd,7dfe9100,186e0a00,,3762a4bf,85d31d00,,,,,,19831,"25.1, 28",25.1,10037511000116107,10579971000116104,51421802,,,,,,,,,,,,,
Budesonide,,,Inhalation,Aerosol pressurised,,200mcg per dose,200 doses,,,,,,933f3f00,c8108ffd,7dfe9100,186e0a00,,3765f4bf,eed96c00,,,,,,19831,"25.1, 28 ",25.1,10037511000116107,10579821000116106,51421802,,,,,,,,,,,,,
Budesonide,,,Nasal,Spray,,100mcg per dose,200 doses,,,,,,933f3f00,c8108ffd,96fca500,2b7cd400,,375f54bf,73c27f00,,,,,,19831,"25.1, 28 ",28,10037511000116107,10141181000116106,51421802,,,,,,,,,,,,,
Bupivacaine,Bupivacaine hydrochloride,,Parenteral,Solution,,2.5mg per mL,5mL,,,,,,933f3f00,149b7640,ed784700,d79da200,,39e92c00,37f5b4bf,,,,,,1815,1.2,1.2,10139661000116108,43895601000116105,51271603,,,,,,,,,,,,,
Bupivacaine,,,Parenteral,Solution,,5mg per mL,2mL,,,,,,933f3f00,149b7640,ed784700,d79da200,,35cddd00,37f934bf,,,,,,1815,1.2,1.2,10139661000116108,10139861000116107,51271603,,,,,,,,,,,,,
Caffeine Citrate,,,Oral,Solution,,20mg [10mg caffeine] per mL,1mL,,,,,,933f3f00,5aae0d07,7b003c00,14a50100,,383444bf,105be100,,,,,,20033,22.6,22.6,10759811000116103,10142551000116103,,,,,,,,,,,,,,
Caffeine Citrate,,,Oral,Solution,,20mg [10mg caffeine] per mL,3mL,,,,,,933f3f00,5aae0d07,7b003c00,14a50100,,383444bf,bb88f600,,,,,,20033,22.6,22.6,10759811000116103,,,,,,,,,,,,,,,
Caffeine Citrate,,,Parenteral,Solution,,20mg [10mg caffeine] per mL,2mL,,,,,,933f3f00,5aae0d07,ae8e0f00,46f09600,,cc862d00,383114bf,,,,,,20033,22.6,22.6,10759811000116103,10142801000116101,,,,,,,,,,,,,,
Calamine,,,Topical,Lotion,,150mg per mL,200mL,,,,,,933f3f00,06a554bf,56f3c000,3dc38300,,70203a00,50fcf100,,,,,,106212,13.3,,,,51241205,,,,,,,,,,,,,
Calcium Elemental,,,Oral,Tablet,,500mg,,,,,,,933f3f00,c87306c5,1911ee00,71a0f900,,385a64bf,,,,,,,1895,27,27,10011941000116103,10104971000116101,,,,,,,,,,,,,,
Calcium Folinate ,"Folinic Acid/Leucovorin, Leucovorin Calcium",,Oral,Tablet,,15mg,,,,,,,933f3f00,f05f5887,df5f3b00,c02d1200,,382df4bf,,,,,,,225852,8.2.1,8.2.1,10292921000116105,44319111000116103,51172310,,,,,,,,,,,,,
Calcium Folinate ,"Folinic Acid/Leucovorin, Leucovorin Calcium",,Parenteral,Solution,,3mg per mL,10mL,,,,,,933f3f00,f05f5887,45dfd800,81933f00,,9b53b100,382ae4bf,,,,,,225852,8.2.1,8.2.1,10292921000116105,20007101000116108,51172310,,,,,,,,,,,,,
Calcium Gluconate,,,Parenteral,Solution,,100mg per mL,10mL,,,,,,933f3f00,eb7feaaf,45df8d00,9ea10600,,19a7b000,398ac4bf,,,,,,1908,"4.2, 27","4.2, 27 ",10758221000116100,10106911000116101,51191915,,,,,,,,,,,,,
Capecitabine,,,Oral,Tablet,,150mg,,,,,,,933f3f00,ef2f7efc,ac741c00,41b26f00,,385e74bf,,,,,,,194000,8.2.1,8.2.1,10734711000116106,10734821000116107,51112001,,,,,,,,,,,,,
Capecitabine,,,Oral,Tablet,,500mg,,,,,,,933f3f00,ef2f7efc,ac741c00,41b26f00,,3861d4bf,,,,,,,194000,8.2.1,8.2.1,10734711000116106,10734731000116100,51112001,,,,,,,,,,,,,
Capreomycin Base,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,30b9ed1a,07ec6100,529da000,,3bd684bf,,,,,,,78903,,,10145001000116102,10145021000116109,51281628,,,,,,,,,,,,,
Captopril,,,Oral,Tablet,,25mg,,,,,,,933f3f00,ec5b4167,412d9700,5731fe00,,9ee3e553,,,,,,,1998,,,10053011000116109,10053201000116101,51432401,,,,,,,,,,,,,
Carbamazepine,,,Oral,Suspension,,20mg per mL,300mL,,,,,,933f3f00,4d1c41f7,ca45e300,4c191a00,,f167b300,386864bf,,,,,,2002,"5, 24.2",5,10676261000116102,10676281000116109,51141589,,,,,,,,,,,,,
Carbamazepine,,,Oral,Tablet,Chewable,100mg,,,,,,,933f3f00,4d1c41f7,ca45e300,3c3b7500,7b006400,386be4bf,,,,,,,2002,"5, 24.2",5,10676261000116102,,51141589,,,,,,,,,,,,,
Carbamazepine,,,Oral,Tablet,Chewable,200mg,,,,,,,933f3f00,4d1c41f7,ca45e300,3c3b7500,7b006400,387314bf,,,,,,,2002,"5, 24.2",5,10676261000116102,10676491000116107,51141589,,,,,,,,,,,,,
Carbamazepine,,,Oral,Tablet,,100mg,,,,,,,933f3f00,4d1c41f7,ca45e300,3c3b7500,,386f24bf,,,,,,,2002,"5, 24.2","5, 24.2",10676261000116102,,51141589,,,,,,,,,,,,,
Carbamazepine,,,Oral,Tablet,,200mg,,,,,,,933f3f00,4d1c41f7,ca45e300,3c3b7500,,387664bf,,,,,,,2002,"5, 24.2","5, 24.2",10676261000116102,10676701000116109,51141589,,,,,,,,,,,,,
Carbidopa/Levodopa,,,Oral,Tablet,,10mg/100mg,,,,,,,933f3f00,92e08e9b,af2b2000,ca9d6300,,47cb74bf,,,,,,,103990,9,9,46118671000116107,,51143502,,,,,,,,,,,,,
Carbidopa/Levodopa,,,Oral,Tablet,,25mg/100mg,,,,,,,933f3f00,92e08e9b,af2b2000,ca9d6300,,47cf54bf,,,,,,,103990,9,9,46118671000116107,"10631741000116101, 46970511000116105",51143502,,,,,,,,,,,,,
Carbidopa/Levodopa,,,Oral,Tablet,,25mg/250mg,,,,,,,933f3f00,92e08e9b,af2b2000,ca9d6300,,47d264bf,,,,,,,103990,9,9,46118671000116107,10631901000116102,51143502,,,,,,,,,,,,,
Carboplatin,,,Parenteral,Solution,,10mg per mL,15mL,,,,,,933f3f00,e7a2b879,0b80c900,58ebc500,,0a2f7400,3cf3f4bf,,,,,,40048,8.2.1,8.2.1,10147121000116104,10147451000116104,51112701,,,,,,,,,,,,,
Carboplatin,,,Parenteral,Solution,,10mg per mL,45mL,,,,,,933f3f00,e7a2b879,0b80c900,58ebc500,,0a2f7400,3d0ee4bf,,,,,,40048,8.2.1,8.2.1,10147121000116104,10147281000116107,51112701,,,,,,,,,,,,,
Carboplatin,,,Parenteral,Solution,,10mg per mL,5mL,,,,,,933f3f00,e7a2b879,0b80c900,58ebc500,,0a2f7400,3ccaa4bf,,,,,,40048,8.2.1,8.2.1,10147121000116104,10147371000116102,51112701,,,,,,,,,,,,,
Carboplatin,,,Parenteral,Solution,,10mg per mL,60mL,,,,,,933f3f00,e7a2b879,0b80c900,58ebc500,,0a2f7400,3d2c74bf,,,,,,40048,8.2.1,8.2.1,10147121000116104,43940381000116102,51112701,,,,,,,,,,,,,
Carvedilol,,,Oral,Tablet,,12.5mg,,,,,,,933f3f00,e58b91a0,7b806800,34bd8b00,,3d79b4bf,,,,,,,20352,"12.1, 12.2, 12.3, 12.4",,10112401000116108,10245171000116105,51262002,,,,,,,,,,,,,
Carvedilol,,,Oral,Tablet,,25mg,,,,,,,933f3f00,e58b91a0,7b806800,34bd8b00,,3d7124bf,,,,,,,20352,"12.1, 12.2, 12.3, 12.4",,10112401000116108,10112421000116101,51262002,,,,,,,,,,,,,
Carvedilol,,,Oral,Tablet,,3.125mg,,,,,,,933f3f00,e58b91a0,7b806800,34bd8b00,,3d84a4bf,,,,,,,20352,"12.1, 12.2, 12.3, 12.4",,10112401000116108,44181351000116107,51262002,,,,,,,,,,,,,
Carvedilol,,,Oral,Tablet,,6.25mg,,,,,,,933f3f00,e58b91a0,7b806800,34bd8b00,,3d7f74bf,,,,,,,20352,"12.1, 12.2, 12.3, 12.4",,10112401000116108,10245041000116102,51262002,,,,,,,,,,,,,
Cefalexin,Cephalexin,,Oral,Capsule,,250mg,,,,,,,933f3f00,72464bd5,dd522200,96b05d00,,38b4e4bf,,,,,,,2231,6.2.1,6.2.1,20023491000116105,10382371000116100,51282503,,,,,,,,,,,,,
Cefalexin,Cephalexin,,Oral,Powder for reconstitution,,25mg per mL,100mL,,,,,,933f3f00,72464bd5,dd522200,c141ac00,,e3e06700,38ade4bf,,,,,,2231,6.2.1,6.2.1,20023491000116105,10382281000116105,51282503,,,,,,,,,,,,,
Cefalexin,Cephalexin,,Oral,Powder for reconstitution,,50mg per mL,100mL,,,,,,933f3f00,72464bd5,dd522200,c141ac00,,7e598e00,38b174bf,,,,,,2231,6.2.1,6.2.1,20023491000116105,10382531000116108,51282503,,,,,,,,,,,,,
Cefazolin,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,7cb23ae1,ed89bf00,54bd8600,,38ed14bf,,,,,,,2180,6.2.1,6.2.1,20066991000116102,10115561000116101,51282511,,,,,,,,,,,,,
Cefixime,,,Oral,Capsule,,400mg,,,,,,,933f3f00,03f6b061,8afe3100,14a83000,,38b814bf,,,,,,,25033,6.2.2,6.2.2,,,51284106,,,,,,,,,,,,,
Cefotaxime,,,Parenteral,Powder for reconstitution,,250mg,,,,,,,933f3f00,24df2295,a2663300,68f82a00,,3d89c4bf,,,,,,,2186,6.2.2,6.2.2,10115801000116102,,51284109,,,,,,,,,,,,,
Ceftazidime,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,49e4ae1e,f5de4500,1d57f400,,38e2a4bf,,,,,,,2191,6.2.2,6.2.2,10116901000116100,10117421000116104,51284108,,,,,,,,,,,,,
Ceftazidime,,,Parenteral,Powder for reconstitution,,250mg,,,,,,,933f3f00,49e4ae1e,f5de4500,1d57f400,,38e924bf,,,,,,,2191,6.2.2,6.2.2,10116901000116100,10117171000116106,51284108,,,,,,,,,,,,,
Ceftriaxone,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,4514be69,ec66e700,9ec60e00,,38db24bf,,,,,,,2193,6.2.2,6.2.2,10117501000116105,10595401000116105,51284119,,,,,,,,,,,,,
Ceftriaxone,,,Parenteral,Powder for reconstitution,,250mg,,,,,,,933f3f00,4514be69,ec66e700,9ec60e00,,38df44bf,,,,,,,2193,6.2.2,6.2.2,10117501000116105,10595031000116109,51284119,,,,,,,,,,,,,
Charcoal Activated,,,Oral,Powder for reconstitution,,1000mg per g,,,,,,,933f3f00,38f084bf,aa9be200,e89eac00,,2b72bf00,,,,,,,272,4.1,4.1,10124871000116100,10124891000116101,51172311,,,,,,,,,,,,,
Chlorambucil,,,Oral,Tablet,,2mg ,,,,,,,933f3f00,5ef64fe6,2634f800,7adfdb00,,3abfd4bf,,,,,,,2346,8.2.1,8.2.1,10394511000116108,10394531000116102,51112505,,,,,,,,,,,,,
Chloramphenicol,,,Oral,Capsule,,250mg,,,,,,,933f3f00,5b66ffca,21633c00,07650f00,,3b1934bf,,,,,,,2348,6.2.1,6.2.1,10152331000116104,,51282004,,,,,,,,,,,,,
Chloramphenicol,,,Oral,Powder for reconstitution,,500mg per mL,2mL,,,,,,933f3f00,5b66ffca,21633c00,ee647800,,40515b00,3ac564bf,,,,,,2348,6.2.1,6.2.1,10152331000116104,,51282004,,,,,,,,,,,,,
Chloramphenicol,,,Oral,Suspension,,30mg per mL,5mL,,,,,,933f3f00,5b66ffca,21633c00,586b9600,,684a1900,3b1394bf,,,,,,2348,6.2.1,6.2.1,10152331000116104,,51282004,,,,,,,,,,,,,
Chloramphenicol,,,Parenteral,Powder for reconstitution,,1g,,,,,,,933f3f00,5b66ffca,382b3200,fe652d00,,3ae534bf,,,,,,,2348,6.2.1,6.2.1,10152331000116104,10177131000116101,51282004,,,,,,,,,,,,,
Chlorhexidine,,,Topical,Cream,,1%,50g,,,,,,933f3f00,9cb489bf,8c340100,ec46c000,,2248c5dd,8dd6b200,,,,,,2358,"15.1, 22.6 ",,,,51472803,,,,,,,,,,,,,
Chlorhexidine Digluconate,Chlorhexidine Gluconate,,Topical,Gel,,4%,20g,,,,,,933f3f00,8bbc592a,89ca8300,d06abc00,,392234bf,8baf1600,,,,,,20791,"15.1, 22.6",,10759161000116107,20012771000116104,51472805,,,,,,,,,,,,,
Chlorhexidine Digluconate,,,Topical,Gel,,4%,3g,,,,,,933f3f00,8bbc592a,89ca8300,d06abc00,,392234bf,25a64000,,,,,,20791,"15.1, 22.6",,10759161000116107,,51472805,,,,,,,,,,,,,
Chlorhexidine Digluconate,,,Topical,Solution,,4%,20g,,,,,,933f3f00,8bbc592a,89ca8300,0b62ad00,,3925f4bf,3866ba00,,,,,,20791,"15.1, 22.6",,10759161000116107,10150821000116106,51472805,,,,,,,,,,,,,
Chlorhexidine Digluconate,,,Topical,Solution,,4%,3g,,,,,,933f3f00,8bbc592a,89ca8300,0b62ad00,,3925f4bf,35d29500,,,,,,20791,"15.1, 22.6",,10759161000116107,,51472805,,,,,,,,,,,,,
Chlorhexidine Digluconate,,,Topical,Solution,,5%,500mL,,,,,,933f3f00,8bbc592a,89ca8300,680b3a00,,394894bf,bdc19e00,,,,,,20791,"15.1, 22.6","15.1, 22.6",10759161000116107,10153091000116105,51472805,,,,,,,,,,,,,
Chlorine,Bleach,,,Powder,Disinfectant,35% for dilution to 0.1%,,,,,,,77fcbb00,5947d4fc,,386504bf,f5e9e500,e0760300,,,,,,,,15.2,15.2,,,12141901,,,,,,,,,,,,,
Chlorine,Bleach,,,Powder,Disinfectant,5% for dilution to 0.1%,,,,,,,77fcbb00,5947d4fc,,386504bf,f5e9e500,a6606c00,,,,,,,1310122,15.2,15.2,,,12141901,,,,,,,,,,,,,
Chlorine,Bleach,,,Powder,Disinfectant,70% for dilution to 0.1%,,,,,,,77fcbb00,5947d4fc,,386504bf,f5e9e500,7208ba00,,,,,,,,15.2,15.2,,,12141901,,,,,,,,,,,,,
Chloroquine Phosphate,,,Oral,Solution,,10mg Chloroquine Base per mL,75mL,,,,,,933f3f00,4c8c0e97,473d5b00,3bfa4b00,,3a3884bf,52bb0400,,,,,,20863,6.5.3.1,6.5.3.1,10482401000116109,,51101905,,,,,,,,,,,,,
Chloroquine Phosphate,,,Oral,Tablet,,100mg,,,,,,,933f3f00,4c8c0e97,473d5b00,0fc66206,,3a61d4bf,,,,,,,20863,6.5.3.1,"6.5.3.1, 29.2",10482401000116109,,51101905,,,,,,,,,,,,,
Chloroquine Phosphate,,,Oral,Tablet,,150mg,,,,,,,933f3f00,4c8c0e97,473d5b00,0fc66206,,3a6c44bf,,,,,,,20863,6.5.3.1,"6.5.3.1, 29.2",10482401000116109,,51101905,,,,,,,,,,,,,
Chloroquine Sulfate,,,Oral,Solution,,10mg Chloroquine Base per mL,,,,,,,933f3f00,66c07800,c1ccb000,436c2800,,3a3394bf,,,,,,,203119,6.5.3.1,6.5.3.1,10482401000116109,,51101905,,,,,,,,,,,,,
Chloroquine Sulfate,,,Oral,Tablet,,100mg,,,,,,,933f3f00,66c07800,c1ccb000,16bd8dz0,,3a3da4bf,,,,,,,203119,6.5.3.1,"6.5.3.1, 29.2",10482401000116109,,51101905,,,,,,,,,,,,,
Chloroquine Sulfate,,,Oral,Tablet,,200mg [150mg Cholorquine],,,,,,,933f3f00,66c07800,c1ccb000,16bd8dz0,,3a6764bf,,,,,,,203119,6.5.3.1,"6.5.3.1, 29.2",10482401000116109,,51101905,,,,,,,,,,,,,
Chloroxylenol,,,Topical,Solution,,4.8%,250mL,,,,,,933f3f00,032c2f85,92c3c200,c4db7d00,,3d8f14bf,1e51e900,,,,,,20877,15.2,15.2,10177911000116105,10238061000116109,51473302,,,,,,,,,,,,,
Chloroxylenol,,,Topical,Solution,,4.8%,500mL,,,,,,933f3f00,032c2f85,92c3c200,c4db7d00,,3d8f14bf,6f8d0800,,,,,,20877,15.2,15.2,10177911000116105,,51473302,,,,,,,,,,,,,
Chloroxylenol,,,Topical,Solution,,4.8%,750mL ,,,,,,933f3f00,032c2f85,92c3c200,c4db7d00,,3d8f14bf,d317ab00,,,,,,20877,15.2,15.2,10177911000116105,,51473302,,,,,,,,,,,,,
Chlorpromazine,,,Oral,Solution,,5mg per mL,100mL,,,,,,933f3f00,db82b9b7,d3838400,ac243700,,4b404c00,3c1d04bf,,,,,,2403,24.1,24.1,10178131000116102,,51332807,,,,,,,,,,,,,
Chlorpromazine,,,Oral,Tablet,,100mg,,,,,,,933f3f00,db82b9b7,d3838400,b8ce1e00,,3c7a34bf,,,,,,,2403,24.1,24.1,10178131000116102,10368941000116106,51332807,,,,,,,,,,,,,
Chlorpromazine,,,Oral,Tablet,,10mg,,,,,,,933f3f00,db82b9b7,d3838400,b8ce1e00,,3bdf54bf,,,,,,,2403,24.1,24.1,10178131000116102,10368701000116106,51332807,,,,,,,,,,,,,
Chlorpromazine,,,Oral,Tablet,,25mg,,,,,,,933f3f00,db82b9b7,d3838400,b8ce1e00,,3c4194bf,,,,,,,2403,24.1,24.1,10178131000116102,10369021000116105,51332807,,,,,,,,,,,,,
Chlorpromazine,,,Oral,Tablet,,50mg,,,,,,,933f3f00,db82b9b7,d3838400,b8ce1e00,,3c5f24bf,,,,,,,2403,24.1,24.1,10178131000116102,,51332807,,,,,,,,,,,,,
Chlorpromazine,,,Parenteral,Solution,,25mg per mL,2mL,,,,,,933f3f00,db82b9b7,d8e51500,120ddf00,,9fb12600,3bfad4bf,,,,,,2403,24.1,24.1,10178131000116102,10368611000116104,51332807,,,,,,,,,,,,,
Cholecalciferol,"Colecalciferol, Vitamin D3",,Oral,Capsule,,10mcg [400IU],,,,,,,933f3f00,38f152c8,ff2c6900,56fd8800,,391e34bf,,,,,,,2418,27,27,20021311000116109,,,,,,,,,,,,,,,
Cholecalciferol,"Colecalciferol, Vitamin D3",,Oral,Capsule,,25mcg [1000IU],,,,,,,933f3f00,38f152c8,ff2c6900,56fd8800,,391194bf,,,,,,,2418,27,27,20021311000116109,,,,,,,,,,,,,,,
Cholecalciferol,"Colecalciferol, Vitamin D3",,Oral,Solution,,10mcg [400IU] per ml,50mL,,,,,,933f3f00,38f152c8,ff2c6900,7ec62b00,,80a35100,391504bf,,,,,,2418,27,27,20021311000116109,,,,,,,,,,,,,,,
Ciclosporin ,Cyclosporine,,Oral,Capsule,,25mg,,,,,,,933f3f00,98f96777,69b84200,b1fdfd00,,395004bf,,,,,,,3008,8.1,8.1,43889191000116108,10476291000116109,51101905,,,,,,,,,,,,,
Cilastatin/Imipenem,,,Parenteral,Powder for reconstitution,,250mg/250mg ,,,,,,,933f3f00,9f973739,bf9fd700,74db3e00,,462c74bf,,,,,,,34482,"6.2.2, 6.2.5",,20020301000116101,,51284903,,,,,,,,,,,,,
Cilastatin/Imipenem,,,Parenteral,Powder for reconstitution,,500mg/500mg,,,,,,,933f3f00,9f973739,bf9fd700,74db3e00,,463034bf,,,,,,,34482,"6.2.2, 6.2.5",,20020301000116101,"20020321000116108, 31156091000116109",51284903,,,,,,,,,,,,,
Ciprofloxacin,,,Eye,Drop,,0.3%,5mL,,,,,,933f3f00,e04dada1,8a795000,6d72d300,,395354bf,b038d000,,,,,,2551,"6.2.2, 28 ",28,10180671000116101,10180691000116102,51282909,,,,,,,,,,,,,
Ciprofloxacin,,,Oral,Powder for reconstitution,,50mg per mL,100mL,,,,,,933f3f00,e04dada1,6c445f00,5a345300,,a20dca00,3b5964bf,,,,,,2551,"6.2.2, 28 ",6.2.2,10180671000116101,10181671000116107,51282909,,,,,,,,,,,,,
Ciprofloxacin,,,Oral,Tablet,,250mg,,,,,,,933f3f00,e04dada1,6c445f00,d08dd100,,3b64a4bf,,,,,,,2551,"6.2.2, 28 ",6.2.2,10180671000116101,10180961000116101,51282909,,,,,,,,,,,,,
Ciprofloxacin,,,Parenteral,Solution,,2mg per mL,100mL,,,,,,933f3f00,e04dada1,2dd8cc00,291d6500,,e81a9400,3b3e54bf,,,,,,2551,"6.2.2, 28 ",6.2.2,10180671000116101,44230321000116103,51282909,,,,,,,,,,,,,
Cisplatin,,,Parenteral,Solution,,1mg per mL,100mL,,,,,,933f3f00,005af9d7,82524a00,5e9f0700,,d09dae00,3c94f4bf,,,,,,2555,8.2.1,8.2.1,10182171000116105,,51112702,,,,,,,,,,,,,
Cisplatin,,,Parenteral,Solution,,1mg per mL,50mL,,,,,,933f3f00,005af9d7,82524a00,5e9f0700,,d09dae00,3cafc4bf,,,,,,2555,8.2.1,8.2.1,10182171000116105,,51112702,,,,,,,,,,,,,
